;REGIAO;RENDA;ACESSO À INTERNET PRÓPRIO DOMICILIO;VIA 3G OU 4G;DISCADA OU LINHA TELEFONICA;BANDA LARGA;MICROCOMPUTADOR;MICROCOMPUTADOR PARA INTERNET
148849;Centro-Oeste;Não Disponível;2.0;Sim;Não;Sim;Sim;Sim
148850;Centro-Oeste;;;;;;;
148851;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
148852;Centro-Oeste;;;;;;;
148853;Centro-Oeste;;;;;;;
148854;Centro-Oeste;;;;;;;
148855;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148856;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148857;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148858;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148859;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148860;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
148861;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148862;Centro-Oeste;;;;;;;
148863;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148864;Centro-Oeste;;;;;;;
148865;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148866;Centro-Oeste;;;;;;;
148867;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148868;Centro-Oeste;;;;;;;
148869;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
148870;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148871;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Sim;Não
148872;Centro-Oeste;;;;;;;
148873;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Sim;Sim
148874;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Não;
148875;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
148876;Centro-Oeste;até 0,25 SM;4.0;;;;Não;
148877;Centro-Oeste;até 0,25 SM;4.0;;;;Não;
148878;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
148879;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
148880;Centro-Oeste;;;;;;;
148881;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
148882;Centro-Oeste;;;;;;;
148883;Centro-Oeste;;;;;;;
148884;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
148885;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
148886;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
148887;Centro-Oeste;;;;;;;
148888;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
148889;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
148890;Centro-Oeste;;;;;;;
148891;Centro-Oeste;;;;;;;
148892;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
148893;Centro-Oeste;;;;;;;
148894;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
148895;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Sim;Não
148896;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
148897;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
148898;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
148899;Centro-Oeste;até 0,25 SM;4.0;;;;Não;
148900;Centro-Oeste;;;;;;;
148901;Centro-Oeste;até 0,25 SM;4.0;;;;Não;
148902;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
148903;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
148904;Centro-Oeste;;;;;;;
148905;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Sim;Não
148906;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
148907;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
148908;Centro-Oeste;;;;;;;
148909;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
148910;Centro-Oeste;Não Disponível;4.0;;;;Não;
148911;Centro-Oeste;Não Disponível;2.0;Sim;Não;Não;Não;
148912;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
148913;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
148914;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
148915;Centro-Oeste;até 0,25 SM;4.0;;;;Sim;Não
148916;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
148917;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
148918;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Sim;Não
148919;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
148920;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
148921;Centro-Oeste;;;;;;;
148922;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
148923;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Sim;Sim
148924;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Sim;Não
148925;Centro-Oeste;;;;;;;
148926;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
148927;Centro-Oeste;Sem Rendimento;4.0;;;;Não;
148928;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
148929;Centro-Oeste;;;;;;;
148930;Centro-Oeste;Sem Rendimento;4.0;;;;Sim;Não
148931;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
148932;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
148933;Centro-Oeste;;;;;;;
148934;Centro-Oeste;até 0,25 SM;4.0;;;;Não;
148935;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
148936;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
148937;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Não;
148938;Centro-Oeste;;;;;;;
148939;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
148940;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
148941;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
148942;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
148943;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
148944;Centro-Oeste;;;;;;;
148945;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
148946;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
148947;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148948;Centro-Oeste;;;;;;;
148949;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
148950;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
148951;Centro-Oeste;;;;;;;
148952;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
148953;Centro-Oeste;;;;;;;
148954;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148955;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
148956;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
148957;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
148958;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148959;Centro-Oeste;até 0,25 SM;4.0;;;;Não;
148960;Centro-Oeste;mais que 5 SM;2.0;Não;Não;Sim;Sim;Sim
148961;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
148962;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
148963;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
148964;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
148965;Centro-Oeste;;;;;;;
148966;Centro-Oeste;;;;;;;
148967;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
148968;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Não;Não;
148969;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
148970;Centro-Oeste;de 3 a 5 SM;4.0;;;;Não;
148971;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
148972;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
148973;Centro-Oeste;;;;;;;
148974;Centro-Oeste;;;;;;;
148975;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
148976;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148977;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148978;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148979;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148980;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Sim;Sim
148981;Centro-Oeste;;;;;;;
148982;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148983;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
148984;Centro-Oeste;;;;;;;
148985;Centro-Oeste;;;;;;;
148986;Centro-Oeste;;;;;;;
148987;Centro-Oeste;;;;;;;
148988;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
148989;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
148990;Centro-Oeste;;;;;;;
148991;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148992;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148993;Centro-Oeste;;;;;;;
148994;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
148995;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
148996;Centro-Oeste;;;;;;;
148997;Centro-Oeste;;;;;;;
148998;Centro-Oeste;;;;;;;
148999;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
149000;Centro-Oeste;;;;;;;
149001;Centro-Oeste;;;;;;;
149002;Centro-Oeste;;;;;;;
149003;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149004;Centro-Oeste;;;;;;;
149005;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149006;Centro-Oeste;;;;;;;
149007;Centro-Oeste;;;;;;;
149008;Centro-Oeste;;;;;;;
149009;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149010;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149011;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Sim;Sim
149012;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149013;Centro-Oeste;;;;;;;
149014;Centro-Oeste;;;;;;;
149015;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
149016;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149017;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149018;Centro-Oeste;;;;;;;
149019;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149020;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149021;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
149022;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149023;Centro-Oeste;;;;;;;
149024;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149025;Centro-Oeste;;;;;;;
149026;Centro-Oeste;Não Disponível;2.0;Sim;Não;Sim;Sim;Sim
149027;Centro-Oeste;de 3 a 5 SM;4.0;;;;Sim;Não
149028;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Sim;Não
149029;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149030;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149031;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149032;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149033;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149034;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149035;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
149036;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149037;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
149038;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149039;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149040;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149041;Centro-Oeste;;;;;;;
149042;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Sim;Não
149043;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
149044;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149045;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149046;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149047;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149048;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
149049;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149050;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149051;Centro-Oeste;;;;;;;
149052;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149053;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
149054;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149055;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
149056;Centro-Oeste;de 2 a 3 SM;4.0;;;;Sim;Não
149057;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149058;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149059;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Sim;Não
149060;Centro-Oeste;;;;;;;
149061;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149062;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149063;Centro-Oeste;;;;;;;
149064;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
149065;Centro-Oeste;;;;;;;
149066;Centro-Oeste;;;;;;;
149067;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
149068;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
149069;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
149070;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149071;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Não;
149072;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149073;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149074;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149075;Centro-Oeste;;;;;;;
149076;Centro-Oeste;até 0,25 SM;2.0;Não;Não;Sim;Sim;Sim
149077;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149078;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149079;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149080;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149081;Centro-Oeste;mais que 5 SM;2.0;Não;Não;Sim;Sim;Sim
149082;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149083;Centro-Oeste;de 1 a 2 SM;4.0;;;;Sim;Não
149084;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149085;Centro-Oeste;até 0,25 SM;4.0;;;;Não;
149086;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149087;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149088;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
149089;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149090;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
149091;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149092;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149093;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149094;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149095;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149096;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
149097;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
149098;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149099;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
149100;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Sim;Sim
149101;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Não;
149102;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
149103;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149104;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Não;Sim;Não
149105;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149106;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
149107;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149108;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
149109;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
149110;Centro-Oeste;;;;;;;
149111;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
149112;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
149113;Centro-Oeste;de 3 a 5 SM;2.0;Não;Não;Sim;Sim;Sim
149114;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
149115;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
149116;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
149117;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149118;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
149119;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
149120;Centro-Oeste;;;;;;;
149121;Centro-Oeste;;;;;;;
149122;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
149123;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
149124;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149125;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
149126;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
149127;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
149128;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
149129;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149130;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
149131;Centro-Oeste;;;;;;;
149132;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
149133;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149134;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
149135;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Sim;Não;Sim;Sim;Sim
149136;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Não;
149137;Centro-Oeste;;;;;;;
149138;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149139;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149140;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Sim;Não
149141;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Sim;Sim
149142;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149143;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149144;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Não;Sim;Não
149145;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Sim;Sim
149146;Centro-Oeste;até 0,25 SM;2.0;Sim;Não;Sim;Sim;Sim
149147;Centro-Oeste;Não Disponível;2.0;Sim;Não;Sim;Sim;Sim
149148;Centro-Oeste;;;;;;;
149149;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149150;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149151;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149152;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
149153;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
149154;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149155;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149156;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149157;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
149158;Centro-Oeste;;;;;;;
149159;Centro-Oeste;;;;;;;
149160;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149161;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
149162;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149163;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Sim;Sim
149164;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
149165;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
149166;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
149167;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Sim;Sim;Sim
149168;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149169;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149170;Centro-Oeste;;;;;;;
149171;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
149172;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149173;Centro-Oeste;;;;;;;
149174;Centro-Oeste;;;;;;;
149175;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
149176;Centro-Oeste;de 0,25 a 0,5 SM;2.0;Não;Não;Sim;Não;
149177;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149178;Centro-Oeste;;;;;;;
149179;Centro-Oeste;;;;;;;
149180;Centro-Oeste;de 1 a 2 SM;2.0;Não;Não;Sim;Sim;Sim
149181;Centro-Oeste;;;;;;;
149182;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149183;Centro-Oeste;;;;;;;
149184;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
149185;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149186;Centro-Oeste;de 2 a 3 SM;2.0;Não;Não;Sim;Sim;Sim
149187;Centro-Oeste;até 0,25 SM;4.0;;;;Não;
149188;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149189;Centro-Oeste;de 2 a 3 SM;2.0;Sim;Não;Sim;Sim;Sim
149190;Centro-Oeste;;;;;;;
149191;Centro-Oeste;;;;;;;
149192;Centro-Oeste;de 3 a 5 SM;2.0;Sim;Não;Não;Sim;Sim
149193;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149194;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149195;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Sim;Sim
149196;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149197;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Sim;Não;Sim;Sim
149198;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149199;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149200;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
149201;Centro-Oeste;até 0,25 SM;4.0;;;;Não;
149202;Centro-Oeste;de 0,5 a 1 SM;2.0;Sim;Não;Não;Não;
149203;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149204;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
149205;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Não;Não;
149206;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
149207;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149208;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
149209;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
149210;Centro-Oeste;até 0,25 SM;4.0;;;;Não;
149211;Centro-Oeste;;;;;;;
149212;Centro-Oeste;de 3 a 5 SM;4.0;;;;Não;
149213;Centro-Oeste;de 0,25 a 0,5 SM;4.0;;;;Não;
149214;Centro-Oeste;de 2 a 3 SM;4.0;;;;Não;
149215;Centro-Oeste;;;;;;;
149216;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149217;Centro-Oeste;;;;;;;
149218;Centro-Oeste;de 3 a 5 SM;4.0;;;;Não;
149219;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149220;Centro-Oeste;de 1 a 2 SM;4.0;;;;Não;
149221;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149222;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
149223;Centro-Oeste;de 0,5 a 1 SM;2.0;Não;Não;Sim;Sim;Sim
149224;Centro-Oeste;de 1 a 2 SM;2.0;Sim;Não;Sim;Sim;Sim
149225;Centro-Oeste;mais que 5 SM;2.0;Sim;Não;Sim;Sim;Sim
149226;Centro-Oeste;de 0,5 a 1 SM;4.0;;;;Não;
